sku,date,volume,segment,base_price,month,day_of_week,day_of_month,week_of_year,holiday,promotion,special_event,is_holiday,is_promotion,promotion_depth,days_until_holiday,days_since_holiday,month_sin,month_cos,day_of_week_sin,day_of_week_cos,price,avg_historical_volume
SKU_1,2022-01-18,187,highly_seasonal,10.0,1,1,18,3,0,0,0,0,0,0.0,132,17,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10.670514626941237,158.14246575342466
SKU_1,2022-01-19,195,highly_seasonal,10.0,1,2,19,3,0,0,0,0,0,0.0,131,18,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,10.798732159213692,158.14246575342466
SKU_1,2022-01-20,189,highly_seasonal,10.0,1,3,20,3,0,0,0,0,0,0.0,130,19,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,9.476970097614398,158.14246575342466
SKU_1,2022-01-21,211,highly_seasonal,10.0,1,4,21,3,0,0,0,0,0,0.0,129,20,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,10.814270055897751,158.14246575342466
SKU_1,2022-01-22,233,highly_seasonal,10.0,1,5,22,3,0,0,0,0,0,0.0,128,21,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,10.292111873030613,158.14246575342466
SKU_1,2022-01-23,273,highly_seasonal,10.0,1,6,23,3,0,1,0,0,1,0.14039855051815697,127,22,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,10.07083024426817,158.14246575342466
SKU_1,2022-01-24,226,highly_seasonal,10.0,1,0,24,4,0,0,0,0,0,0.0,126,23,0.49999999999999994,0.8660254037844387,0.0,1.0,9.459623488670562,158.14246575342466
SKU_1,2022-01-25,206,highly_seasonal,10.0,1,1,25,4,0,0,0,0,0,0.0,125,24,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,10.019009779105732,158.14246575342466
SKU_1,2022-01-26,197,highly_seasonal,10.0,1,2,26,4,0,0,0,0,0,0.0,124,25,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,9.841085422063877,158.14246575342466
SKU_1,2022-01-27,177,highly_seasonal,10.0,1,3,27,4,0,0,0,0,0,0.0,123,26,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,10.528835244326583,158.14246575342466
SKU_1,2022-01-28,190,highly_seasonal,10.0,1,4,28,4,0,0,0,0,0,0.0,122,27,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,9.910711103418697,158.14246575342466
SKU_1,2022-01-29,224,highly_seasonal,10.0,1,5,29,4,0,0,0,0,0,0.0,121,28,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,10.363921879756894,158.14246575342466
SKU_1,2022-01-30,260,highly_seasonal,10.0,1,6,30,4,0,0,0,0,0,0.0,120,29,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,10.299757902233411,158.14246575342466
SKU_1,2022-01-31,219,highly_seasonal,10.0,1,0,31,5,0,0,1,0,0,0.0,119,30,0.49999999999999994,0.8660254037844387,0.0,1.0,10.223738263671436,158.14246575342466
SKU_1,2022-02-01,183,highly_seasonal,10.0,2,1,1,5,0,1,0,0,1,0.46961549573044714,118,31,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,10.533638249113826,158.14246575342466
SKU_1,2022-02-02,223,highly_seasonal,10.0,2,2,2,5,0,0,0,0,0,0.0,117,32,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,10.942659882391844,158.14246575342466
SKU_1,2022-02-03,215,highly_seasonal,10.0,2,3,3,5,0,0,0,0,0,0.0,116,33,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,9.081667903955102,158.14246575342466
SKU_1,2022-02-04,221,highly_seasonal,10.0,2,4,4,5,0,0,0,0,0,0.0,115,34,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,9.365501631251114,158.14246575342466
SKU_1,2022-02-05,304,highly_seasonal,10.0,2,5,5,5,0,0,0,0,0,0.0,114,35,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.521049683696631,158.14246575342466
SKU_1,2022-02-06,335,highly_seasonal,10.0,2,6,6,5,0,0,0,0,0,0.0,113,36,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,9.93884812919754,158.14246575342466
SKU_1,2022-02-07,245,highly_seasonal,10.0,2,0,7,6,0,0,0,0,0,0.0,112,37,0.8660254037844386,0.5000000000000001,0.0,1.0,9.043155848997479,158.14246575342466
SKU_1,2022-02-08,224,highly_seasonal,10.0,2,1,8,6,0,0,0,0,0,0.0,111,38,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,10.840803928258218,158.14246575342466
SKU_1,2022-02-09,214,highly_seasonal,10.0,2,2,9,6,0,0,0,0,0,0.0,110,39,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,10.330709182482972,158.14246575342466
SKU_1,2022-02-10,282,highly_seasonal,10.0,2,3,10,6,0,1,0,0,1,0.46585390545444516,109,40,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,9.953955908709334,158.14246575342466
SKU_1,2022-02-11,266,highly_seasonal,10.0,2,4,11,6,0,0,0,0,0,0.0,108,41,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,10.076731908563811,158.14246575342466
SKU_1,2022-02-12,335,highly_seasonal,10.0,2,5,12,6,0,0,0,0,0,0.0,107,42,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.123375558060168,158.14246575342466
SKU_1,2022-02-13,309,highly_seasonal,10.0,2,6,13,6,0,0,0,0,0,0.0,106,43,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,10.805966806806563,158.14246575342466
SKU_1,2022-02-14,228,highly_seasonal,10.0,2,0,14,7,0,0,0,0,0,0.0,105,44,0.8660254037844386,0.5000000000000001,0.0,1.0,9.042748642936603,158.14246575342466
SKU_1,2022-02-15,275,highly_seasonal,10.0,2,1,15,7,0,1,0,0,1,0.12016370144318184,104,45,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,10.204203599242149,158.14246575342466
SKU_1,2022-02-16,263,highly_seasonal,10.0,2,2,16,7,0,0,0,0,0,0.0,103,46,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,9.510061259697038,158.14246575342466
SKU_1,2022-02-17,192,highly_seasonal,10.0,2,3,17,7,0,0,0,0,0,0.0,102,47,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,9.124197849981536,158.14246575342466
SKU_1,2022-02-18,190,highly_seasonal,10.0,2,4,18,7,0,0,0,0,0,0.0,101,48,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,10.22698846354859,158.14246575342466
SKU_1,2022-02-19,325,highly_seasonal,10.0,2,5,19,7,0,0,0,0,0,0.0,100,49,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.545516070765526,158.14246575342466
SKU_1,2022-02-20,311,highly_seasonal,10.0,2,6,20,7,0,0,0,0,0,0.0,99,50,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,9.187472652429847,158.14246575342466
SKU_1,2022-02-21,210,highly_seasonal,10.0,2,0,21,8,0,0,0,0,0,0.0,98,51,0.8660254037844386,0.5000000000000001,0.0,1.0,9.079532967170909,158.14246575342466
SKU_1,2022-02-22,295,highly_seasonal,10.0,2,1,22,8,0,0,0,0,0,0.0,97,52,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,10.62592322635966,158.14246575342466
SKU_1,2022-02-23,236,highly_seasonal,10.0,2,2,23,8,0,0,0,0,0,0.0,96,53,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,10.895711165924915,158.14246575342466
SKU_1,2022-02-24,267,highly_seasonal,10.0,2,3,24,8,0,1,0,0,1,0.1928870038651027,95,54,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,10.547744539567251,158.14246575342466
SKU_1,2022-02-25,207,highly_seasonal,10.0,2,4,25,8,0,0,0,0,0,0.0,94,55,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,9.32081727374387,158.14246575342466
SKU_1,2022-02-26,368,highly_seasonal,10.0,2,5,26,8,0,0,0,0,0,0.0,93,56,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,10.083251446590033,158.14246575342466
SKU_1,2022-02-27,326,highly_seasonal,10.0,2,6,27,8,0,0,0,0,0,0.0,92,57,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,9.12386603344036,158.14246575342466
SKU_1,2022-02-28,243,highly_seasonal,10.0,2,0,28,9,0,0,0,0,0,0.0,91,58,0.8660254037844386,0.5000000000000001,0.0,1.0,9.0752967757935,158.14246575342466
SKU_1,2022-03-01,249,highly_seasonal,10.0,3,1,1,9,0,0,0,0,0,0.0,90,59,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,9.837673693621518,158.14246575342466
SKU_1,2022-03-02,231,highly_seasonal,10.0,3,2,2,9,0,0,0,0,0,0.0,89,60,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10.084832090910695,158.14246575342466
SKU_1,2022-03-03,251,highly_seasonal,10.0,3,3,3,9,0,0,1,0,0,0.0,88,61,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,9.444885983734737,158.14246575342466
SKU_1,2022-03-04,252,highly_seasonal,10.0,3,4,4,9,0,0,0,0,0,0.0,87,62,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,10.674577856079445,158.14246575342466
SKU_1,2022-03-05,269,highly_seasonal,10.0,3,5,5,9,0,0,0,0,0,0.0,86,63,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,10.156594992474623,158.14246575342466
SKU_1,2022-03-06,297,highly_seasonal,10.0,3,6,6,9,0,0,0,0,0,0.0,85,64,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,9.067609251731675,158.14246575342466
SKU_1,2022-03-07,257,highly_seasonal,10.0,3,0,7,10,0,1,0,0,1,0.23689127488714323,84,65,1.0,6.123233995736766e-17,0.0,1.0,10.85491502459125,158.14246575342466
SKU_1,2022-03-08,269,highly_seasonal,10.0,3,1,8,10,0,0,0,0,0,0.0,83,66,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,9.43167984489898,158.14246575342466
SKU_1,2022-03-09,267,highly_seasonal,10.0,3,2,9,10,0,0,0,0,0,0.0,82,67,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.379894021232731,158.14246575342466
SKU_1,2022-03-10,275,highly_seasonal,10.0,3,3,10,10,0,0,0,0,0,0.0,81,68,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10.314801066685678,158.14246575342466
SKU_1,2022-03-11,180,highly_seasonal,10.0,3,4,11,10,0,0,0,0,0,0.0,80,69,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.698520663048148,158.14246575342466
SKU_1,2022-03-12,315,highly_seasonal,10.0,3,5,12,10,0,0,0,0,0,0.0,79,70,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,9.437961710658517,158.14246575342466
SKU_1,2022-03-13,307,highly_seasonal,10.0,3,6,13,10,0,0,0,0,0,0.0,78,71,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,9.25942788232083,158.14246575342466
SKU_1,2022-03-14,245,highly_seasonal,10.0,3,0,14,11,0,0,0,0,0,0.0,77,72,1.0,6.123233995736766e-17,0.0,1.0,10.39431311458741,158.14246575342466
SKU_1,2022-03-15,246,highly_seasonal,10.0,3,1,15,11,0,0,0,0,0,0.0,76,73,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,10.163306987331616,158.14246575342466
SKU_1,2022-03-16,268,highly_seasonal,10.0,3,2,16,11,0,0,0,0,0,0.0,75,74,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.716966343339504,158.14246575342466
SKU_1,2022-03-17,279,highly_seasonal,10.0,3,3,17,11,0,0,0,0,0,0.0,74,75,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,9.285274437240547,158.14246575342466
SKU_1,2022-03-18,309,highly_seasonal,10.0,3,4,18,11,0,0,0,0,0,0.0,73,76,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,9.0578970575528,158.14246575342466
SKU_1,2022-03-19,336,highly_seasonal,10.0,3,5,19,11,0,0,0,0,0,0.0,72,77,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,10.791440292864564,158.14246575342466
SKU_1,2022-03-20,343,highly_seasonal,10.0,3,6,20,11,0,0,0,0,0,0.0,71,78,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,10.319860645894053,158.14246575342466
SKU_1,2022-03-21,252,highly_seasonal,10.0,3,0,21,12,0,0,0,0,0,0.0,70,79,1.0,6.123233995736766e-17,0.0,1.0,10.187469845706389,158.14246575342466
SKU_1,2022-03-22,230,highly_seasonal,10.0,3,1,22,12,0,0,0,0,0,0.0,69,80,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,9.250130719437966,158.14246575342466
SKU_1,2022-03-23,254,highly_seasonal,10.0,3,2,23,12,0,0,0,0,0,0.0,68,81,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,10.442472920842448,158.14246575342466
SKU_1,2022-03-24,255,highly_seasonal,10.0,3,3,24,12,0,0,0,0,0,0.0,67,82,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,10.198846222805447,158.14246575342466
SKU_1,2022-03-25,230,highly_seasonal,10.0,3,4,25,12,0,0,0,0,0,0.0,66,83,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,10.540846763102197,158.14246575342466
SKU_1,2022-03-26,300,highly_seasonal,10.0,3,5,26,12,0,0,0,0,0,0.0,65,84,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,9.918885934111502,158.14246575342466
SKU_1,2022-03-27,332,highly_seasonal,10.0,3,6,27,12,0,0,0,0,0,0.0,64,85,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,9.657210837458246,158.14246575342466
SKU_1,2022-03-28,279,highly_seasonal,10.0,3,0,28,13,0,0,0,0,0,0.0,63,86,1.0,6.123233995736766e-17,0.0,1.0,10.06814545352688,158.14246575342466
SKU_1,2022-03-29,216,highly_seasonal,10.0,3,1,29,13,0,0,0,0,0,0.0,62,87,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,9.251493529572295,158.14246575342466
SKU_1,2022-03-30,218,highly_seasonal,10.0,3,2,30,13,0,0,0,0,0,0.0,61,88,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,9.483989152510423,158.14246575342466
SKU_1,2022-03-31,236,highly_seasonal,10.0,3,3,31,13,0,0,0,0,0,0.0,60,89,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,9.113401248964838,158.14246575342466
SKU_1,2022-04-01,203,highly_seasonal,10.0,4,4,1,13,0,0,0,0,0,0.0,59,90,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,9.9909432704937,158.14246575342466
SKU_1,2022-04-02,334,highly_seasonal,10.0,4,5,2,13,0,0,0,0,0,0.0,58,91,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,10.003660724261383,158.14246575342466
SKU_1,2022-04-03,302,highly_seasonal,10.0,4,6,3,13,0,0,0,0,0,0.0,57,92,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,9.25820111166372,158.14246575342466
SKU_1,2022-04-04,273,highly_seasonal,10.0,4,0,4,14,0,0,0,0,0,0.0,56,93,0.8660254037844387,-0.4999999999999998,0.0,1.0,9.506618311369884,158.14246575342466
SKU_1,2022-04-05,189,highly_seasonal,10.0,4,1,5,14,0,0,0,0,0,0.0,55,94,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,9.555881927174735,158.14246575342466
SKU_1,2022-04-06,190,highly_seasonal,10.0,4,2,6,14,0,0,0,0,0,0.0,54,95,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,10.737649207792208,158.14246575342466
SKU_1,2022-04-07,219,highly_seasonal,10.0,4,3,7,14,0,0,0,0,0,0.0,53,96,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,9.438105653789224,158.14246575342466
SKU_1,2022-04-08,249,highly_seasonal,10.0,4,4,8,14,0,0,0,0,0,0.0,52,97,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,9.056111976673261,158.14246575342466
SKU_1,2022-04-09,339,highly_seasonal,10.0,4,5,9,14,0,0,0,0,0,0.0,51,98,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,9.49276788263731,158.14246575342466
SKU_1,2022-04-10,354,highly_seasonal,10.0,4,6,10,14,0,0,0,0,0,0.0,50,99,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,10.330613415984185,158.14246575342466
SKU_1,2022-04-11,220,highly_seasonal,10.0,4,0,11,15,0,0,0,0,0,0.0,49,100,0.8660254037844387,-0.4999999999999998,0.0,1.0,9.588197245705784,158.14246575342466
SKU_1,2022-04-12,237,highly_seasonal,10.0,4,1,12,15,0,1,0,0,1,0.43606434258560567,48,101,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,9.817531242233377,158.14246575342466
SKU_1,2022-04-13,226,highly_seasonal,10.0,4,2,13,15,0,0,0,0,0,0.0,47,102,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,9.415959574117572,158.14246575342466
SKU_1,2022-04-14,221,highly_seasonal,10.0,4,3,14,15,0,0,0,0,0,0.0,46,103,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,9.765214051904309,158.14246575342466
SKU_1,2022-04-15,270,highly_seasonal,10.0,4,4,15,15,0,0,0,0,0,0.0,45,104,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,10.2442599794543,158.14246575342466
SKU_1,2022-04-16,335,highly_seasonal,10.0,4,5,16,15,0,0,0,0,0,0.0,44,105,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,10.234687170604557,158.14246575342466
SKU_1,2022-04-17,284,highly_seasonal,10.0,4,6,17,15,0,0,0,0,0,0.0,43,106,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,10.150263638680332,158.14246575342466
SKU_1,2022-04-18,225,highly_seasonal,10.0,4,0,18,16,0,0,0,0,0,0.0,42,107,0.8660254037844387,-0.4999999999999998,0.0,1.0,10.303236668476398,158.14246575342466
SKU_1,2022-04-19,243,highly_seasonal,10.0,4,1,19,16,0,0,0,0,0,0.0,41,108,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,9.249206072896285,158.14246575342466
SKU_1,2022-04-20,227,highly_seasonal,10.0,4,2,20,16,0,0,0,0,0,0.0,40,109,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,9.887571995618572,158.14246575342466
SKU_1,2022-04-21,231,highly_seasonal,10.0,4,3,21,16,0,0,0,0,0,0.0,39,110,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,10.053960074966854,158.14246575342466
SKU_1,2022-04-22,209,highly_seasonal,10.0,4,4,22,16,0,0,0,0,0,0.0,38,111,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,10.06891682397466,158.14246575342466
SKU_1,2022-04-23,312,highly_seasonal,10.0,4,5,23,16,0,0,0,0,0,0.0,37,112,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,9.135733130752293,158.14246575342466
SKU_1,2022-04-24,282,highly_seasonal,10.0,4,6,24,16,0,0,0,0,0,0.0,36,113,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,10.356643151694126,158.14246575342466
SKU_1,2022-04-25,249,highly_seasonal,10.0,4,0,25,17,0,0,0,0,0,0.0,35,114,0.8660254037844387,-0.4999999999999998,0.0,1.0,9.733999734411045,158.14246575342466
SKU_1,2022-04-26,255,highly_seasonal,10.0,4,1,26,17,0,0,0,0,0,0.0,34,115,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,9.851913729182646,158.14246575342466
SKU_1,2022-04-27,219,highly_seasonal,10.0,4,2,27,17,0,0,0,0,0,0.0,33,116,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,9.959305151229824,158.14246575342466
SKU_1,2022-04-28,212,highly_seasonal,10.0,4,3,28,17,0,0,1,0,0,0.0,32,117,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,10.098862733005124,158.14246575342466
SKU_1,2022-04-29,256,highly_seasonal,10.0,4,4,29,17,0,0,0,0,0,0.0,31,118,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,9.012958113127144,158.14246575342466
SKU_1,2022-04-30,321,highly_seasonal,10.0,4,5,30,17,0,0,0,0,0,0.0,30,119,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,10.58697197024641,158.14246575342466
SKU_1,2022-05-01,272,highly_seasonal,10.0,5,6,1,17,0,0,0,0,0,0.0,29,120,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,10.130054235311,158.14246575342466
SKU_1,2022-05-02,211,highly_seasonal,10.0,5,0,2,18,0,1,0,0,1,0.38057642325954333,28,121,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.091766820350921,158.14246575342466
SKU_1,2022-05-03,191,highly_seasonal,10.0,5,1,3,18,0,0,0,0,0,0.0,27,122,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,9.641502404559574,158.14246575342466
SKU_1,2022-05-04,177,highly_seasonal,10.0,5,2,4,18,0,0,0,0,0,0.0,26,123,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,10.205731867181647,158.14246575342466
SKU_1,2022-05-05,167,highly_seasonal,10.0,5,3,5,18,0,0,0,0,0,0.0,25,124,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,9.244792629398777,158.14246575342466
SKU_1,2022-05-06,164,highly_seasonal,10.0,5,4,6,18,0,0,0,0,0,0.0,24,125,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,10.783742158144602,158.14246575342466
SKU_1,2022-05-07,230,highly_seasonal,10.0,5,5,7,18,0,0,0,0,0,0.0,23,126,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,10.001159350374994,158.14246575342466
SKU_1,2022-05-08,242,highly_seasonal,10.0,5,6,8,18,0,0,0,0,0,0.0,22,127,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,9.609021007868884,158.14246575342466
SKU_1,2022-05-09,190,highly_seasonal,10.0,5,0,9,19,0,0,0,0,0,0.0,21,128,0.49999999999999994,-0.8660254037844387,0.0,1.0,9.906705314169555,158.14246575342466
SKU_1,2022-05-10,177,highly_seasonal,10.0,5,1,10,19,0,0,0,0,0,0.0,20,129,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,9.636372547956302,158.14246575342466
SKU_1,2022-05-11,214,highly_seasonal,10.0,5,2,11,19,0,0,0,0,0,0.0,19,130,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,10.529184720435506,158.14246575342466
